show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s006236,Movie,Title 300 809,Director_198,"Actor_650, Actor_559",France,2009-10-01,2016,PG,147 min,"Action, Dramas",A compelling action story about title 300 809.
s006237,Movie,Title 350 29,Director_730,"Actor_40, Actor_417, Actor_1367, Actor_1714",Canada,2008-05-05,1995,TV-14,100 min,"Romance, Crime",A compelling romance story about title 350 29.
s006238,TV Show,Title 373 696,Director_371,"Actor_1984, Actor_1320, Actor_615, Actor_618, Actor_1102",Netherlands,2014-11-22,2024,PG-13,17 Seasons,"Reality TV, Fantasy",A compelling reality tv story about title 373 696.
s006239,TV Show,Title 173 689,Director_681,"Actor_1837, Actor_504, Actor_20",Japan,2017-03-31,1992,TV-PG,14 Seasons,"Romance, Horror, Animation",A compelling romance story about title 173 689.
s006240,Movie,Title 298 932,Director_233,"Actor_699, Actor_1889, Actor_92, Actor_1704, Actor_420",United Kingdom,2019-02-02,1991,NR,98 min,"Fantasy, Animation, Romance",A compelling fantasy story about title 298 932.
s006241,TV Show,Title 279 45,,"Actor_1904, Actor_978, Actor_320, Actor_1179",Brazil,2013-07-01,2021,TV-PG,8 Seasons,"Animation, Horror",A compelling animation story about title 279 45.
s006242,TV Show,Title 100 17,Director_13,"Actor_1434, Actor_145, Actor_1566, Actor_784",Multiple,2013-02-09,1995,NR,10 Seasons,Horror,A compelling horror story about title 100 17.
s006243,Movie,Title 306 987,Director_644,"Actor_1282, Actor_34",Canada,2014-05-28,1999,NR,75 min,"Thrillers, Action",A compelling thrillers story about title 306 987.
s006244,TV Show,Title 152 350,Director_344,"Actor_1784, Actor_329, Actor_1358, Actor_1401, Actor_1215, Actor_197",Netherlands,2006-01-27,2012,R,15 Seasons,"Comedies, Fantasy",A compelling comedies story about title 152 350.
s006245,TV Show,Title 222 416,Director_17,"Actor_104, Actor_1000, Actor_842, Actor_311, Actor_1436, Actor_617",Mexico,2024-04-22,2014,TV-MA,5 Seasons,"Documentaries, Romance",A compelling documentaries story about title 222 416.
s006246,Movie,Title 539 541,Director_568,"Actor_1869, Actor_228, Actor_335",Canada,2024-09-21,1991,TV-MA,152 min,"Thrillers, Fantasy",A compelling thrillers story about title 539 541.
s006247,TV Show,Title 94 313,Director_459,"Actor_1522, Actor_1347",United States,2021-01-27,2024,PG-13,13 Seasons,"Animation, Horror, Thrillers",A compelling animation story about title 94 313.
s006248,TV Show,Title 14 689,,"Actor_1073, Actor_1556, Actor_260, Actor_1298, Actor_217, Actor_929",Italy,2016-09-09,1994,PG-13,14 Seasons,"Dramas, Documentaries",A compelling dramas story about title 14 689.
s006249,TV Show,Title 224 621,Director_6,"Actor_1965, Actor_92, Actor_949, Actor_1643, Actor_1975, Actor_1075",Spain,2010-12-27,2011,PG,12 Seasons,"Dramas, Sci-Fi",A compelling dramas story about title 224 621.
s006250,TV Show,Title 547 566,Director_212,"Actor_908, Actor_131, Actor_728",Italy,2005-05-14,2023,PG-13,19 Seasons,"Animation, Action",A compelling animation story about title 547 566.
s006251,Movie,Title 75 413,,"Actor_583, Actor_1129, Actor_1655, Actor_659, Actor_1981, Actor_489",Canada,2023-07-08,1998,G,89 min,"Sci-Fi, Reality TV",A compelling sci-fi story about title 75 413.
s006252,Movie,Title 47 493,Director_640,"Actor_783, Actor_511, Actor_1919, Actor_1000, Actor_1944",Japan,2023-03-16,1996,TV-14,130 min,"Sci-Fi, Fantasy",A compelling sci-fi story about title 47 493.
s006253,TV Show,Title 371 885,Director_74,"Actor_224, Actor_952, Actor_964, Actor_144",Netherlands,2020-10-02,2012,PG,11 Seasons,"Documentaries, Dramas",A compelling documentaries story about title 371 885.
s006254,TV Show,Title 531 471,Director_238,"Actor_1503, Actor_85, Actor_1154, Actor_1327, Actor_1968",Brazil,2022-05-31,2008,NR,6 Seasons,"Romance, Family",A compelling romance story about title 531 471.
s006255,Movie,Title 184 757,Director_570,"Actor_692, Actor_1449, Actor_1401, Actor_1345, Actor_1039, Actor_612",Germany,2018-09-22,2013,PG,73 min,"Comedies, Family, Documentaries",A compelling comedies story about title 184 757.
s006256,Movie,Title 90 224,Director_597,"Actor_62, Actor_1478, Actor_332, Actor_1896, Actor_1719",Spain,2008-10-13,2000,PG,115 min,"Family, Thrillers",A compelling family story about title 90 224.
s006257,TV Show,Title 336 266,Director_482,"Actor_1170, Actor_1126",Italy,2016-02-16,2021,PG,6 Seasons,"Animation, Thrillers, Horror",A compelling animation story about title 336 266.
s006258,Movie,Title 90 244,Director_675,"Actor_1490, Actor_1358, Actor_254, Actor_1233, Actor_895",Sweden,2015-08-27,2014,TV-PG,106 min,"Action, Kids, Animation",A compelling action story about title 90 244.
s006259,TV Show,Title 528 669,Director_589,"Actor_1099, Actor_1336",Germany,2020-08-28,2002,R,10 Seasons,"Fantasy, Dramas",A compelling fantasy story about title 528 669.
s006260,Movie,Title 5 203,Director_631,"Actor_1365, Actor_950, Actor_1166, Actor_980, Actor_265",Mexico,2016-10-27,2019,R,113 min,"Documentaries, Comedies",A compelling documentaries story about title 5 203.
s006261,TV Show,Title 521 544,Director_546,"Actor_1873, Actor_1750, Actor_1036, Actor_124, Actor_1169",Germany,2017-08-17,1991,PG-13,1 Seasons,Horror,A compelling horror story about title 521 544.
s006262,Movie,Title 361 649,Director_127,"Actor_75, Actor_1821, Actor_1488, Actor_1600",Italy,2024-02-28,1994,TV-PG,171 min,"Horror, Dramas, Fantasy",A compelling horror story about title 361 649.
s006263,TV Show,Title 484 494,Director_210,"Actor_1436, Actor_550",United Kingdom,2024-09-07,2023,G,14 Seasons,"Dramas, Crime",A compelling dramas story about title 484 494.
s006264,TV Show,Title 64 725,Director_695,"Actor_1631, Actor_1945, Actor_1866, Actor_407",Japan,2008-09-09,2020,PG-13,19 Seasons,"Kids, Action, Horror",A compelling kids story about title 64 725.
s006265,Movie,Title 467 214,Director_473,"Actor_479, Actor_1060, Actor_852",France,2022-03-01,2012,PG-13,158 min,"Action, Horror",A compelling action story about title 467 214.
s006266,TV Show,Title 108 329,Director_223,"Actor_1858, Actor_454, Actor_213, Actor_896, Actor_1373",Australia,2022-01-26,2019,TV-14,19 Seasons,"Kids, Fantasy, Sci-Fi",A compelling kids story about title 108 329.
s006267,TV Show,Title 151 307,Director_375,"Actor_536, Actor_925, Actor_90, Actor_509, Actor_941, Actor_1749",Brazil,2015-07-22,2018,NR,2 Seasons,Documentaries,A compelling documentaries story about title 151 307.
s006268,Movie,Title 372 752,Director_287,"Actor_267, Actor_1924, Actor_1210",Multiple,2013-11-06,2002,TV-PG,76 min,"Romance, Horror",A compelling romance story about title 372 752.
s006269,Movie,Title 537 632,Director_572,"Actor_1005, Actor_1984, Actor_437, Actor_1272, Actor_188, Actor_295",United States,2020-08-20,2008,TV-14,144 min,"Reality TV, Thrillers, Dramas",A compelling reality tv story about title 537 632.
s006270,Movie,Title 422 690,Director_731,"Actor_953, Actor_102, Actor_1669, Actor_303, Actor_1232",Multiple,2013-07-02,2001,TV-14,73 min,"Dramas, Reality TV",A compelling dramas story about title 422 690.
s006271,Movie,Title 96 86,Director_179,"Actor_1605, Actor_1173, Actor_26",Multiple,2006-11-22,2013,PG-13,125 min,Reality TV,A compelling reality tv story about title 96 86.
s006272,Movie,Title 90 26,Director_460,"Actor_205, Actor_922, Actor_50, Actor_1443, Actor_413",Spain,2014-01-08,1997,TV-PG,91 min,Crime,A compelling crime story about title 90 26.
s006273,Movie,Title 126 323,Director_324,"Actor_1061, Actor_1317, Actor_1503, Actor_256, Actor_270, Actor_674",France,2024-09-20,1996,TV-14,148 min,Horror,A compelling horror story about title 126 323.
s006274,Movie,Title 548 542,Director_51,"Actor_193, Actor_175, Actor_1035",Spain,2005-04-19,2020,NR,153 min,Dramas,A compelling dramas story about title 548 542.
s006275,TV Show,Title 316 932,Director_46,"Actor_953, Actor_1402",United Kingdom,2013-08-27,1996,G,6 Seasons,Animation,A compelling animation story about title 316 932.
s006276,Movie,Title 150 141,Director_308,"Actor_738, Actor_1270, Actor_1208, Actor_1544",Sweden,2005-09-19,1992,TV-PG,139 min,Reality TV,A compelling reality tv story about title 150 141.
s006277,TV Show,Title 525 451,,"Actor_1283, Actor_1197, Actor_617, Actor_1290, Actor_694, Actor_212",Mexico,2010-04-06,2002,TV-PG,17 Seasons,Fantasy,A compelling fantasy story about title 525 451.
s006278,TV Show,Title 433 263,Director_356,"Actor_245, Actor_385, Actor_1298",Multiple,2015-06-12,2008,NR,16 Seasons,"Action, Thrillers",A compelling action story about title 433 263.
s006279,TV Show,Title 596 345,Director_500,"Actor_304, Actor_607, Actor_1048, Actor_548, Actor_1929",Canada,2005-06-01,2020,TV-14,5 Seasons,Documentaries,A compelling documentaries story about title 596 345.
s006280,TV Show,Title 487 745,Director_301,"Actor_101, Actor_1203, Actor_1160, Actor_1692",United Kingdom,2007-03-03,2014,TV-14,15 Seasons,Sci-Fi,A compelling sci-fi story about title 487 745.
s006281,Movie,Title 270 606,Director_79,"Actor_633, Actor_437, Actor_1514",Multiple,2010-03-17,2000,TV-14,78 min,"Action, Family",A compelling action story about title 270 606.
s006282,TV Show,Title 180 743,Director_798,"Actor_1273, Actor_31, Actor_622, Actor_1038",Italy,2022-09-27,2024,TV-14,20 Seasons,"Crime, Animation",A compelling crime story about title 180 743.
s006283,Movie,Title 261 201,Director_170,"Actor_1266, Actor_1640, Actor_774, Actor_1732, Actor_1589, Actor_1707",Sweden,2022-02-06,2006,R,147 min,"Kids, Crime",A compelling kids story about title 261 201.
s006284,Movie,Title 231 611,,"Actor_906, Actor_518",South Korea,2008-10-03,2014,G,148 min,Reality TV,A compelling reality tv story about title 231 611.
s006285,Movie,Title 486 458,,"Actor_1218, Actor_1932, Actor_1705, Actor_1462, Actor_1069, Actor_1447",South Korea,2009-02-08,2004,PG-13,164 min,"Documentaries, Dramas",A compelling documentaries story about title 486 458.
s006286,Movie,Title 229 506,Director_770,"Actor_1373, Actor_174, Actor_1038, Actor_38, Actor_1394, Actor_971",Multiple,2018-07-15,2024,NR,124 min,"Animation, Romance, Kids",A compelling animation story about title 229 506.
s006287,Movie,Title 70 325,Director_319,"Actor_1422, Actor_1624",United Kingdom,2005-10-15,2014,TV-14,124 min,"Sci-Fi, Comedies, Dramas",A compelling sci-fi story about title 70 325.
s006288,Movie,Title 427 780,,"Actor_1947, Actor_1055, Actor_254, Actor_188, Actor_1116, Actor_1510",Sweden,2010-09-29,1991,NR,167 min,Sci-Fi,A compelling sci-fi story about title 427 780.
s006289,TV Show,Title 488 337,Director_595,"Actor_462, Actor_497",Multiple,2021-04-13,2020,PG-13,4 Seasons,"Sci-Fi, Dramas",A compelling sci-fi story about title 488 337.
s006290,Movie,Title 591 798,Director_96,"Actor_492, Actor_1902, Actor_1787",Germany,2018-03-09,2009,NR,126 min,"Action, Documentaries, Sci-Fi",A compelling action story about title 591 798.
s006291,TV Show,Title 374 516,Director_263,"Actor_1118, Actor_1244, Actor_1962, Actor_510, Actor_1259",United Kingdom,2017-11-19,2021,TV-MA,19 Seasons,"Fantasy, Action, Animation",A compelling fantasy story about title 374 516.
s006292,Movie,Title 229 80,,"Actor_66, Actor_91, Actor_1587",Netherlands,2021-05-24,1990,G,122 min,Documentaries,A compelling documentaries story about title 229 80.
s006293,TV Show,Title 51 885,Director_133,"Actor_867, Actor_719, Actor_25, Actor_952",France,2012-12-21,2022,R,3 Seasons,"Horror, Kids",A compelling horror story about title 51 885.
s006294,Movie,Title 169 523,Director_712,"Actor_505, Actor_1075, Actor_1770, Actor_1481, Actor_1389",France,2019-02-13,2001,PG-13,161 min,"Fantasy, Kids",A compelling fantasy story about title 169 523.
s006295,Movie,Title 511 350,Director_36,"Actor_106, Actor_1385, Actor_958, Actor_144",Mexico,2020-02-16,1993,TV-PG,180 min,"Animation, Crime",A compelling animation story about title 511 350.
s006296,TV Show,Title 327 88,Director_6,"Actor_720, Actor_890, Actor_712, Actor_1328",India,2023-03-23,2005,TV-MA,15 Seasons,Crime,A compelling crime story about title 327 88.
s006297,Movie,Title 72 364,Director_150,"Actor_1801, Actor_588, Actor_17, Actor_687, Actor_1192, Actor_1305",Italy,2020-09-24,1992,TV-PG,137 min,"Action, Dramas, Documentaries",A compelling action story about title 72 364.
s006298,TV Show,Title 268 338,Director_656,"Actor_1531, Actor_173, Actor_1314, Actor_862, Actor_1320",India,2018-09-04,1996,PG-13,13 Seasons,Horror,A compelling horror story about title 268 338.
s006299,TV Show,Title 436 474,Director_531,"Actor_193, Actor_902, Actor_681, Actor_790",Mexico,2013-02-13,2023,G,9 Seasons,"Thrillers, Kids",A compelling thrillers story about title 436 474.
s006300,TV Show,Title 214 440,Director_657,"Actor_525, Actor_570",South Korea,2010-11-02,2007,TV-14,9 Seasons,"Family, Thrillers",A compelling family story about title 214 440.
s006301,Movie,Title 78 117,Director_118,"Actor_892, Actor_687, Actor_1283, Actor_1989",Spain,2019-03-02,1992,TV-PG,82 min,"Horror, Sci-Fi, Family",A compelling horror story about title 78 117.
s006302,TV Show,Title 67 598,Director_748,"Actor_1738, Actor_656",Netherlands,2010-05-11,2019,G,16 Seasons,"Action, Animation",A compelling action story about title 67 598.
s006303,Movie,Title 102 37,Director_657,"Actor_393, Actor_1075, Actor_1307",France,2009-06-06,2006,TV-MA,153 min,"Fantasy, Action, Romance",A compelling fantasy story about title 102 37.
s006304,TV Show,Title 404 36,Director_484,"Actor_621, Actor_580, Actor_422",Mexico,2013-08-23,1993,TV-PG,15 Seasons,Thrillers,A compelling thrillers story about title 404 36.
s006305,Movie,Title 267 218,Director_5,"Actor_1942, Actor_477, Actor_331, Actor_217, Actor_1154",Multiple,2006-11-15,2023,PG,148 min,"Kids, Horror, Reality TV",A compelling kids story about title 267 218.
s006306,Movie,Title 554 168,Director_487,"Actor_1588, Actor_1840",United States,2012-12-03,1996,NR,168 min,"Documentaries, Crime, Reality TV",A compelling documentaries story about title 554 168.
s006307,Movie,Title 60 531,Director_110,"Actor_43, Actor_1513",Multiple,2009-11-22,1993,PG,100 min,"Dramas, Reality TV, Documentaries",A compelling dramas story about title 60 531.
s006308,TV Show,Title 535 488,Director_151,"Actor_737, Actor_264, Actor_1020, Actor_1603, Actor_1093, Actor_1982",Japan,2019-01-23,2008,PG-13,7 Seasons,"Action, Horror",A compelling action story about title 535 488.
s006309,Movie,Title 354 260,Director_197,"Actor_1181, Actor_1632, Actor_1458",Sweden,2021-02-25,2019,TV-PG,89 min,"Comedies, Thrillers, Horror",A compelling comedies story about title 354 260.
s006310,Movie,Title 418 556,Director_505,"Actor_1414, Actor_1835, Actor_143",Canada,2008-05-14,1998,TV-PG,140 min,"Romance, Thrillers, Fantasy",A compelling romance story about title 418 556.
s006311,TV Show,Title 113 822,Director_729,"Actor_1900, Actor_1979, Actor_395, Actor_1557, Actor_1306",Italy,2017-01-31,2001,R,5 Seasons,"Comedies, Animation, Kids",A compelling comedies story about title 113 822.
s006312,TV Show,Title 453 991,Director_50,"Actor_1117, Actor_1473, Actor_1132, Actor_1286, Actor_1891, Actor_1872",France,2024-02-01,2004,PG-13,16 Seasons,"Fantasy, Comedies",A compelling fantasy story about title 453 991.
s006313,TV Show,Title 357 499,Director_61,"Actor_222, Actor_901, Actor_697, Actor_655, Actor_1880, Actor_1566",Multiple,2024-01-23,2018,PG,11 Seasons,Kids,A compelling kids story about title 357 499.
s006314,Movie,Title 326 18,Director_277,"Actor_29, Actor_635, Actor_582, Actor_1693, Actor_240",Brazil,2020-10-09,2012,PG-13,120 min,"Horror, Dramas",A compelling horror story about title 326 18.
s006315,TV Show,Title 171 773,Director_484,"Actor_1455, Actor_1111, Actor_1745",Brazil,2023-10-25,1990,G,2 Seasons,"Documentaries, Romance",A compelling documentaries story about title 171 773.
s006316,Movie,Title 270 363,Director_149,"Actor_79, Actor_985, Actor_1263",Canada,2023-05-17,1997,TV-14,156 min,"Dramas, Family, Action",A compelling dramas story about title 270 363.
s006317,Movie,Title 97 934,Director_73,"Actor_814, Actor_508, Actor_681, Actor_423",Multiple,2023-07-11,1996,TV-MA,106 min,"Action, Romance, Kids",A compelling action story about title 97 934.
s006318,Movie,Title 495 947,Director_526,"Actor_1665, Actor_1997, Actor_70, Actor_1921, Actor_1252",Brazil,2005-01-24,2023,R,74 min,Action,A compelling action story about title 495 947.
s006319,Movie,Title 409 241,Director_97,"Actor_55, Actor_1859, Actor_320",Multiple,2013-01-16,1993,TV-PG,134 min,"Action, Romance, Crime",A compelling action story about title 409 241.
s006320,Movie,Title 354 95,Director_499,"Actor_893, Actor_664, Actor_1781, Actor_1922, Actor_1006, Actor_1875",United Kingdom,2019-11-25,1992,TV-MA,87 min,"Romance, Horror",A compelling romance story about title 354 95.
s006321,Movie,Title 219 690,Director_198,"Actor_367, Actor_1163, Actor_1375",United Kingdom,2018-02-15,2008,NR,146 min,"Comedies, Romance, Fantasy",A compelling comedies story about title 219 690.
s006322,TV Show,Title 487 842,Director_353,"Actor_1718, Actor_649, Actor_1141",Spain,2007-08-28,1995,PG,5 Seasons,Horror,A compelling horror story about title 487 842.
s006323,Movie,Title 95 628,Director_284,"Actor_1461, Actor_781, Actor_1470, Actor_883, Actor_1162",Multiple,2020-03-13,1999,PG-13,130 min,"Crime, Family, Sci-Fi",A compelling crime story about title 95 628.
s006324,Movie,Title 485 933,Director_298,"Actor_275, Actor_1288, Actor_1321, Actor_53, Actor_1167, Actor_1872",Spain,2022-03-12,2007,NR,180 min,"Dramas, Reality TV, Kids",A compelling dramas story about title 485 933.
s006325,Movie,Title 430 949,Director_650,"Actor_765, Actor_1603, Actor_1726, Actor_1176, Actor_215, Actor_599",Brazil,2021-03-05,2015,TV-14,179 min,Fantasy,A compelling fantasy story about title 430 949.
s006326,Movie,Title 235 395,,"Actor_1404, Actor_1542, Actor_6, Actor_374, Actor_1586, Actor_1446",Netherlands,2023-05-19,2014,PG-13,117 min,Dramas,A compelling dramas story about title 235 395.
s006327,TV Show,Title 243 125,Director_370,"Actor_1841, Actor_1156, Actor_186",Germany,2020-08-24,2017,NR,17 Seasons,"Family, Crime, Reality TV",A compelling family story about title 243 125.
s006328,Movie,Title 193 659,Director_413,"Actor_383, Actor_1350, Actor_379",Multiple,2020-05-01,1999,G,111 min,"Kids, Sci-Fi, Animation",A compelling kids story about title 193 659.
s006329,TV Show,Title 63 670,Director_145,"Actor_439, Actor_594",France,2024-06-23,2024,PG,3 Seasons,Reality TV,A compelling reality tv story about title 63 670.
s006330,TV Show,Title 488 682,Director_85,"Actor_1968, Actor_914, Actor_1752",Japan,2011-12-07,2002,TV-PG,11 Seasons,Crime,A compelling crime story about title 488 682.
s006331,TV Show,Title 527 792,Director_6,"Actor_48, Actor_1499",Germany,2024-03-14,2012,TV-PG,14 Seasons,"Animation, Documentaries, Reality TV",A compelling animation story about title 527 792.
s006332,Movie,Title 84 334,Director_114,"Actor_1566, Actor_1224, Actor_856, Actor_1230",Japan,2006-04-02,2014,TV-MA,149 min,Animation,A compelling animation story about title 84 334.
s006333,TV Show,Title 400 289,Director_79,"Actor_1554, Actor_1242, Actor_1003, Actor_374, Actor_886",Brazil,2018-10-28,1992,TV-PG,7 Seasons,"Animation, Comedies, Family",A compelling animation story about title 400 289.
s006334,Movie,Title 599 895,Director_414,"Actor_390, Actor_130, Actor_287, Actor_126, Actor_1548",Spain,2018-10-20,1992,PG-13,160 min,Kids,A compelling kids story about title 599 895.
s006335,Movie,Title 555 2,Director_778,"Actor_1246, Actor_557, Actor_327, Actor_203, Actor_485",India,2017-02-17,1993,NR,73 min,"Fantasy, Crime",A compelling fantasy story about title 555 2.
s006336,TV Show,Title 249 690,Director_588,"Actor_800, Actor_788",Brazil,2016-11-22,2017,TV-PG,5 Seasons,"Dramas, Fantasy, Romance",A compelling dramas story about title 249 690.
s006337,TV Show,Title 63 409,Director_639,"Actor_1961, Actor_891, Actor_955, Actor_376, Actor_1983, Actor_988",Netherlands,2008-11-24,1995,G,2 Seasons,"Family, Fantasy",A compelling family story about title 63 409.
s006338,TV Show,Title 364 883,Director_637,"Actor_1070, Actor_1047, Actor_290",United Kingdom,2016-02-13,2022,PG,3 Seasons,"Kids, Fantasy, Sci-Fi",A compelling kids story about title 364 883.
s006339,Movie,Title 495 570,Director_310,"Actor_282, Actor_1367, Actor_1271, Actor_351, Actor_6, Actor_417",Australia,2013-01-17,1993,TV-14,117 min,"Crime, Thrillers",A compelling crime story about title 495 570.
s006340,Movie,Title 43 378,Director_464,"Actor_246, Actor_960, Actor_1766, Actor_1596, Actor_9",Germany,2014-01-01,2000,TV-MA,104 min,"Animation, Romance",A compelling animation story about title 43 378.
s006341,Movie,Title 467 374,Director_399,"Actor_1011, Actor_1388, Actor_224",Canada,2013-11-04,2014,G,89 min,Animation,A compelling animation story about title 467 374.
s006342,Movie,Title 378 253,Director_742,"Actor_1440, Actor_553, Actor_1809, Actor_587, Actor_455",Germany,2023-02-04,2018,R,161 min,"Thrillers, Crime, Dramas",A compelling thrillers story about title 378 253.
s006343,Movie,Title 479 696,Director_239,"Actor_663, Actor_136, Actor_1683",Sweden,2006-05-27,1994,TV-MA,149 min,"Dramas, Family",A compelling dramas story about title 479 696.
s006344,Movie,Title 583 177,,"Actor_1086, Actor_16, Actor_1151, Actor_730",United Kingdom,2011-12-08,2020,R,155 min,Family,A compelling family story about title 583 177.
s006345,Movie,Title 165 516,,"Actor_1760, Actor_1042, Actor_294, Actor_1206, Actor_1892, Actor_1271",Multiple,2019-01-25,2001,NR,115 min,"Kids, Fantasy",A compelling kids story about title 165 516.
s006346,TV Show,Title 495 268,Director_435,"Actor_148, Actor_584, Actor_1976, Actor_1097, Actor_1324, Actor_624",Italy,2022-11-21,2006,R,3 Seasons,"Fantasy, Animation, Dramas",A compelling fantasy story about title 495 268.
s006347,Movie,Title 361 416,,"Actor_871, Actor_106, Actor_1514, Actor_1045",Japan,2018-08-11,2005,R,124 min,Dramas,A compelling dramas story about title 361 416.
s006348,Movie,Title 322 887,Director_335,"Actor_70, Actor_1615, Actor_1322",Mexico,2016-11-18,1991,TV-MA,158 min,"Crime, Romance, Horror",A compelling crime story about title 322 887.
s006349,TV Show,Title 62 514,,"Actor_407, Actor_1616, Actor_740, Actor_796, Actor_696, Actor_1692",Australia,2009-10-14,2022,G,4 Seasons,"Romance, Sci-Fi",A compelling romance story about title 62 514.
s006350,TV Show,Title 248 966,Director_665,"Actor_14, Actor_696",Japan,2023-04-04,1992,G,20 Seasons,"Kids, Fantasy, Action",A compelling kids story about title 248 966.
s006351,Movie,Title 153 635,Director_788,"Actor_1884, Actor_388",Australia,2012-02-20,2000,G,96 min,"Kids, Fantasy, Animation",A compelling kids story about title 153 635.
s006352,Movie,Title 417 586,Director_192,"Actor_779, Actor_575, Actor_591, Actor_1203",Spain,2023-06-14,2012,PG-13,171 min,Comedies,A compelling comedies story about title 417 586.
s006353,Movie,Title 48 309,Director_664,"Actor_1820, Actor_1638, Actor_338, Actor_1385",United States,2005-01-18,2019,TV-PG,72 min,"Kids, Action, Romance",A compelling kids story about title 48 309.
s006354,Movie,Title 333 90,Director_440,"Actor_1896, Actor_1422, Actor_66, Actor_1033, Actor_1744",Multiple,2009-07-11,2024,R,77 min,Documentaries,A compelling documentaries story about title 333 90.
s006355,Movie,Title 134 206,Director_725,"Actor_1747, Actor_406",Canada,2016-07-30,2004,TV-MA,99 min,"Documentaries, Horror",A compelling documentaries story about title 134 206.
s006356,Movie,Title 214 284,Director_676,"Actor_1575, Actor_724, Actor_1285",France,2005-06-04,1992,PG,72 min,Romance,A compelling romance story about title 214 284.
s006357,Movie,Title 133 847,Director_780,"Actor_1512, Actor_1434, Actor_581, Actor_597, Actor_827",Italy,2009-12-07,2002,R,170 min,"Comedies, Documentaries",A compelling comedies story about title 133 847.
s006358,Movie,Title 79 976,,"Actor_306, Actor_1614, Actor_297, Actor_64, Actor_1089",France,2013-01-22,2024,TV-MA,120 min,Action,A compelling action story about title 79 976.
s006359,TV Show,Title 237 725,,"Actor_106, Actor_847, Actor_302",Multiple,2021-05-07,1996,PG-13,11 Seasons,"Horror, Animation, Kids",A compelling horror story about title 237 725.
s006360,Movie,Title 327 818,Director_522,"Actor_1570, Actor_444, Actor_972",Multiple,2010-04-01,2000,TV-PG,166 min,Comedies,A compelling comedies story about title 327 818.
s006361,Movie,Title 582 108,,"Actor_343, Actor_7, Actor_1811, Actor_1975, Actor_807, Actor_1092",United States,2007-08-17,2005,TV-PG,84 min,Dramas,A compelling dramas story about title 582 108.
s006362,TV Show,Title 472 348,Director_723,"Actor_882, Actor_1307, Actor_119, Actor_695",Multiple,2006-11-04,2020,R,9 Seasons,"Comedies, Animation, Reality TV",A compelling comedies story about title 472 348.
s006363,TV Show,Title 475 841,,"Actor_1595, Actor_1077, Actor_1436, Actor_311, Actor_1101, Actor_1134",Italy,2018-11-07,1993,TV-PG,14 Seasons,Romance,A compelling romance story about title 475 841.
s006364,TV Show,Title 43 674,Director_263,"Actor_209, Actor_1326, Actor_361, Actor_1878, Actor_944",United States,2011-11-09,1995,PG,6 Seasons,"Comedies, Horror, Fantasy",A compelling comedies story about title 43 674.
s006365,TV Show,Title 446 237,Director_327,"Actor_1055, Actor_131, Actor_53",Sweden,2016-12-31,2007,TV-MA,16 Seasons,Thrillers,A compelling thrillers story about title 446 237.
s006366,TV Show,Title 380 842,,"Actor_473, Actor_271, Actor_732",Mexico,2010-06-22,1994,NR,12 Seasons,Family,A compelling family story about title 380 842.
s006367,TV Show,Title 555 742,Director_452,"Actor_1638, Actor_680, Actor_400, Actor_499",United States,2017-11-03,1993,R,18 Seasons,"Animation, Sci-Fi",A compelling animation story about title 555 742.
s006368,Movie,Title 450 250,Director_298,"Actor_714, Actor_999, Actor_264, Actor_1189, Actor_1580, Actor_1105",Multiple,2015-06-12,1994,NR,105 min,"Comedies, Horror, Sci-Fi",A compelling comedies story about title 450 250.
s006369,Movie,Title 504 733,Director_467,"Actor_267, Actor_858, Actor_187, Actor_802, Actor_1819",Sweden,2016-12-28,1998,PG-13,167 min,"Crime, Romance, Reality TV",A compelling crime story about title 504 733.
s006370,TV Show,Title 206 255,Director_759,"Actor_954, Actor_1875, Actor_992, Actor_1310, Actor_59",Multiple,2015-10-05,1997,R,8 Seasons,"Action, Comedies",A compelling action story about title 206 255.
s006371,TV Show,Title 158 661,Director_119,"Actor_1356, Actor_702",Brazil,2014-04-22,2012,TV-MA,20 Seasons,"Documentaries, Thrillers",A compelling documentaries story about title 158 661.
s006372,Movie,Title 89 287,,"Actor_1403, Actor_916, Actor_874, Actor_1739, Actor_42",United States,2009-09-15,1990,R,128 min,"Family, Horror",A compelling family story about title 89 287.
s006373,Movie,Title 492 3,Director_149,"Actor_1147, Actor_1993, Actor_748, Actor_1130",Brazil,2007-08-29,2003,TV-PG,158 min,"Romance, Comedies",A compelling romance story about title 492 3.
s006374,TV Show,Title 486 949,Director_140,"Actor_1392, Actor_1532",Netherlands,2007-02-23,2000,TV-MA,13 Seasons,"Family, Horror, Kids",A compelling family story about title 486 949.
s006375,TV Show,Title 171 799,Director_410,"Actor_171, Actor_785, Actor_1210, Actor_1287, Actor_25",Multiple,2024-02-05,2020,NR,17 Seasons,Horror,A compelling horror story about title 171 799.
s006376,Movie,Title 220 136,Director_280,"Actor_1883, Actor_993",Brazil,2020-02-10,2008,PG,115 min,Action,A compelling action story about title 220 136.
s006377,TV Show,Title 116 647,Director_335,"Actor_1900, Actor_275, Actor_1636",Multiple,2017-04-28,2010,G,2 Seasons,Fantasy,A compelling fantasy story about title 116 647.
s006378,TV Show,Title 532 881,Director_241,"Actor_429, Actor_1109, Actor_772, Actor_985, Actor_6, Actor_514",Germany,2014-05-03,2007,PG,6 Seasons,"Crime, Sci-Fi",A compelling crime story about title 532 881.
